timestamp_sec,packet_size_bytes,delay_us
0.002547,3065.9,0.9143
0.002548,1906.0,0.5742
0.002551,1456.1,0.1500
0.002552,1218.0,0.6238
0.002552,981.8,2.0858
0.002554,653.3,3.0497
0.002556,492.9,1.0734
0.002556,8805.9,0.7793
0.002560,843.4,1.2780
0.002564,531.7,0.5782
0.002565,668.7,3.1001
0.002567,1686.3,1.1298
0.002570,1941.0,3.0137
0.002571,3692.8,2.7616
0.002577,1685.9,3.9081
0.002583,2408.4,2.0977
0.002590,3187.7,2.9443
0.002591,992.5,2.8339
0.002592,744.3,1.4896
0.002593,399.6,3.7581
0.002594,677.9,3.5408
0.002596,1031.5,5.5412
0.002597,3027.1,0.2958
0.002607,1074.9,0.6783
0.002621,796.9,1.5898
0.002624,1979.4,1.8172
0.002628,3861.1,0.7707
0.002629,1824.3,1.5189
0.002643,828.3,1.1398
0.002644,3017.3,0.9319
0.002647,1190.1,1.4254
0.002649,530.9,1.6050
0.002650,4422.7,6.5338
0.002655,953.1,3.2937
0.002656,471.6,4.6316
0.002656,2907.1,2.7583
0.002656,2232.7,5.2634
0.002658,3180.6,0.7604
0.002659,436.9,0.8057
0.002664,1628.4,0.9241
0.002666,1396.9,1.5248
0.002667,1483.4,0.5121
0.002669,1057.1,0.2218
